id,observed_on,time_observed_at,user_id,latitude,longitude,positional_accuracy,scientific_name,common_name,taxon_id
8836291,2017-11-16,,652581,51.147442,-114.081717,224,Pica hudsonia,Black-billed Magpie,143853
8838322,2017-11-17,2017-11-17 15:41:58 UTC,654081,51.0794683,-114.126994,22,Pica hudsonia,Black-billed Magpie,143853
8841887,2017-11-17,2017-11-17 22:01:20 UTC,650755,51.08012766,-114.12294113,9,Pica hudsonia,Black-billed Magpie,143853
8844345,2017-11-17,2017-11-18 01:53:54 UTC,650970,51.0751305,-114.13385,30,Lepus townsendii,White-tailed Jackrabbit,43145
8845112,2017-11-17,2017-11-17 19:50:22 UTC,654033,51.078160623,-114.135849773,4128,Pica hudsonia,Black-billed Magpie,143853
8845136,2017-11-17,2017-11-17 19:57:45 UTC,654033,51.0812335546,-114.151400551,2064,Lepus townsendii,White-tailed Jackrabbit,43145
8845141,2017-11-17,2017-11-18 01:19:56 UTC,654033,51.0813845736,-114.143144376,1032,Lepus,Hares and Jackrabbits,43117
8851284,2017-11-17,2017-11-17 23:58:23 UTC,650759,51.0644138333,-114.10955,10,Pica hudsonia,Black-billed Magpie,143853
8851315,2017-11-17,2017-11-17 23:58:36 UTC,650759,51.0644221667,-114.1096195,10,Lepus townsendii,White-tailed Jackrabbit,43145
8851782,2017-11-18,2017-11-18 06:49:45 UTC,653310,51.013527806,-114.093797278,4,Anas platyrhynchos,Mallard,6930
8851931,2017-11-18,2017-11-18 19:15:22 UTC,664120,50.9246966667,-114.116225,,Phellinus tremulae,Aspen Bracket,351800
8852032,2017-11-18,2017-11-18 07:12:50 UTC,653310,51.014929056,-114.093213923,6,Corvus brachyrhynchos,American Crow,8021
8852306,2017-11-18,2017-11-18 21:28:50 UTC,469796,51.1290732801,-114.1740438297,2,Diabrotica undecimpunctata,Spotted Cucumber Beetle,55487
8852421,2017-10-28,2017-10-28 18:42:29 UTC,654064,51.0719555,-113.98355,65,Pica hudsonia,Black-billed Magpie,143853
8852445,2017-11-18,2017-11-18 07:37:01 UTC,653310,51.0137863159,-114.0946273804,,Pica hudsonia,Black-billed Magpie,143853
8852472,2017-10-28,2017-10-28 18:42:46 UTC,654064,51.0723833333,-113.9830033333,5,Pica hudsonia,Black-billed Magpie,143853
8852582,2017-10-28,2017-10-28 19:02:08 UTC,654064,51.0785555,-114.0848528333,10,Sciurus carolinensis,Eastern Gray Squirrel,46017
8852589,2017-10-28,2017-10-28 19:00:05 UTC,654064,51.0777666667,-114.0839916667,10,Sciurus carolinensis,Eastern Gray Squirrel,46017
8852601,2017-11-14,2017-11-14 20:17:45 UTC,654064,51.0780611667,-114.1286861667,10,Pica hudsonia,Black-billed Magpie,143853
8852761,2017-10-28,2017-10-28 17:04:43 UTC,654064,51.1283388333,-113.95247,5,Anas platyrhynchos,Mallard,6930
8853154,2017-11-18,2017-11-18 21:37:00 UTC,653284,51.0603945,-114.1277695,30,Sciurus carolinensis,Eastern Gray Squirrel,46017
8853176,2017-11-18,2017-11-18 21:02:46 UTC,653284,51.0789028333,-114.1311111667,15,Pica hudsonia,Black-billed Magpie,143853
8853187,2017-11-18,2017-11-18 21:42:00 UTC,653284,51.0598666667,-114.1250083333,10,Pica hudsonia,Black-billed Magpie,143853
8853522,2017-11-18,2017-11-18 21:35:09 UTC,653284,51.0604471667,-114.1280445,10,Poecile atricapillus,Black-capped Chickadee,144815
8853825,2017-11-18,,695277,51.132693,-113.942823,2074,Pica hudsonia,Black-billed Magpie,143853
8854307,2017-11-18,2017-11-18 23:27:23 UTC,650748,51.0921104087,-114.1822830622,23,Anas platyrhynchos,Mallard,6930
8854536,2017-10-26,2017-10-26 16:11:23 UTC,654064,51.0793916667,-114.1259,10,Pica hudsonia,Black-billed Magpie,143853
8854945,2017-11-16,2017-11-16 23:19:05 UTC,653013,51.0878028333,-114.1475666667,65,Lepus townsendii,White-tailed Jackrabbit,43145
8854960,2017-11-15,2017-11-15 23:46:46 UTC,653013,51.0856583333,-114.1431666667,12,Sciurus carolinensis,Eastern Gray Squirrel,46017
8855032,2017-11-17,2017-11-18 05:22:28 UTC,653013,50.9032776191,-113.9933528356,16,Procyon lotor,Common Raccoon,41663
8855114,2017-11-15,2017-11-15 23:50:09 UTC,653013,51.086075,-114.1408166667,16,Branta canadensis,Canada Goose,7089
8858940,2017-10-18,2017-10-18 23:10:00 UTC,652357,51.109594,-114.066881,182,Pica hudsonia,Black-billed Magpie,143853
8858941,2017-10-18,2017-10-19 00:01:00 UTC,652357,51.1054564,-114.063444,177,Pica hudsonia,Black-billed Magpie,143853
8858942,2017-10-18,2017-10-18 22:04:00 UTC,652357,51.0781599,-114.1358007,1443,Pica hudsonia,Black-billed Magpie,143853
8858948,2017-11-18,2017-11-19 01:40:10 UTC,657105,51.0576324463,-114.1212692261,,Lepus townsendii,White-tailed Jackrabbit,43145
8858953,2017-10-18,2017-10-18 23:15:00 UTC,652357,51.108614,-114.066896,182,Poecile gambeli,Mountain Chickadee,144816
8858954,2017-10-18,2017-10-18 22:13:00 UTC,652357,51.0892145,-114.1148826,177,Passer domesticus,House Sparrow,13858
8860913,2017-11-16,2017-11-16 23:43:16 UTC,654064,51.1139916667,-113.9469966667,165,Branta canadensis,Canada Goose,7089
8860917,2017-10-28,2017-10-28 17:01:24 UTC,654064,51.1286305,-113.9529033333,5,Larus,Large White-headed Gulls,4343
8860949,2017-10-28,2017-10-28 16:58:54 UTC,654064,51.1292916667,-113.9524833333,5,Larus,Large White-headed Gulls,4343
8860958,2017-10-28,2017-10-28 16:58:33 UTC,654064,51.1294111667,-113.9526883333,5,Columba livia domestica,Feral Pigeon,122767
8861579,2017-11-19,2017-11-19 15:30:22 UTC,650748,51.1086049925,-114.2176959683,22,Sciurus carolinensis,Eastern Gray Squirrel,46017
8861583,2017-11-19,2017-11-19 15:06:58 UTC,650748,51.1085761306,-114.2177931087,22,Pica hudsonia,Black-billed Magpie,143853
8861753,2017-11-19,2017-11-19 16:19:19 UTC,650755,51.10898636,-114.18530624,6,Lepus townsendii,White-tailed Jackrabbit,43145
8862734,2017-11-17,2017-11-17 15:53:16 UTC,651108,50.888761693,-113.9861269774,22353,Pica hudsonia,Black-billed Magpie,143853
8862738,2017-11-19,2017-11-19 16:58:25 UTC,651108,50.8966234557,-113.9831545305,13442,Pica hudsonia,Black-billed Magpie,143853
8863296,2017-11-18,2017-11-18 21:34:24 UTC,650759,51.0898278333,-114.20063,5,Pica hudsonia,Black-billed Magpie,143853
8863313,2017-11-18,2017-11-18 21:37:42 UTC,650759,51.0906305,-114.2001883333,5,Pica hudsonia,Black-billed Magpie,143853
8863348,2017-11-18,2017-11-18 21:55:05 UTC,650759,51.0986445,-114.240555,5,Pica hudsonia,Black-billed Magpie,143853
8863360,2017-11-18,2017-11-18 22:21:03 UTC,650759,51.1013945,-114.2165666667,5,Sciurus carolinensis,Eastern Gray Squirrel,46017
8863566,2017-11-19,2017-11-19 17:28:25 UTC,651108,50.8982937186,-113.984443992,12643,Sciurus carolinensis,Eastern Gray Squirrel,46017
8864260,2017-11-18,2017-11-18 22:05:30 UTC,653284,51.0590166667,-114.1294778333,10,Passer domesticus,House Sparrow,13858
8864540,2017-11-18,2017-11-18 22:03:56 UTC,650759,51.0986833333,-114.240295,5,Haliaeetus leucocephalus,Bald Eagle,5305
8864571,2017-11-19,2017-11-19 18:30:37 UTC,650759,51.0645861667,-114.1089945,30,Sciurus carolinensis,Eastern Gray Squirrel,46017
8864601,2017-11-19,2017-11-19 18:32:22 UTC,650759,51.0645861667,-114.1089945,10,Passer domesticus,House Sparrow,13858
8864668,2017-11-19,2017-11-19 19:17:41 UTC,650759,51.0574333333,-114.0922611667,10,Pica hudsonia,Black-billed Magpie,143853
8864737,2017-11-19,2017-11-19 20:40:13 UTC,650759,51.0642383428,-114.1085041441,59,Sciurus carolinensis,Eastern Gray Squirrel,46017
8864963,2017-11-19,2017-11-19 17:56:40 UTC,650558,51.0530083333,-114.0892638333,10,Pica hudsonia,Black-billed Magpie,143853
8865027,2017-11-19,2017-11-19 17:53:59 UTC,650558,51.05305,-114.0917445,10,Sciurus carolinensis,Eastern Gray Squirrel,46017
8865655,2017-11-19,2017-11-19 21:27:19 UTC,657105,51.1269950867,-114.1234436035,,Odocoileus virginianus,White-tailed Deer,42223
8865730,2017-11-19,2017-11-19 21:52:38 UTC,650558,51.0512583333,-114.0870055,10,Anas platyrhynchos,Mallard,6930
8865763,2017-11-19,2017-11-19 21:52:47 UTC,650558,51.0512583333,-114.0870055,10,Anas platyrhynchos,Mallard,6930
8869541,2017-11-19,,695277,51.132693,-113.942823,2074,Pica hudsonia,Black-billed Magpie,143853
8869971,2017-11-17,,652581,51.07816,-114.135801,83,Pica hudsonia,Black-billed Magpie,143853
8870007,2017-11-18,,652581,51.147442,-114.081717,224,Passer domesticus,House Sparrow,13858
8870035,2017-11-19,,652581,51.149051,-114.080272,83,Pica hudsonia,Black-billed Magpie,143853
8873620,2017-11-19,2017-11-19 21:14:00 UTC,654185,51.0601144853,-114.1276220977,516,Pica hudsonia,Black-billed Magpie,143853
8873713,2017-11-20,2017-11-20 15:21:20 UTC,650748,51.0789528333,-114.1264721667,10,Lepus,Hares and Jackrabbits,43117
8873730,2017-11-20,2017-11-20 16:16:36 UTC,654185,51.057163283,-114.1208122646,4,Pica hudsonia,Black-billed Magpie,143853
8873876,2017-11-20,2017-11-20 15:06:44 UTC,654069,51.0794028333,-114.1367416667,10,Pica hudsonia,Black-billed Magpie,143853
8873923,2017-11-20,2017-11-20 15:05:56 UTC,654069,51.0794805,-114.1369333333,10,Pica hudsonia,Black-billed Magpie,143853
8874041,2017-11-20,2017-11-20 16:33:51 UTC,650558,51.0565638333,-114.0864638333,10,Passer domesticus,House Sparrow,13858
8875052,2017-11-20,2017-11-20 18:12:04 UTC,653397,51.0794885662,-114.124952362,146,Pica hudsonia,Black-billed Magpie,143853
8875077,2017-11-20,2017-11-20 18:11:38 UTC,653397,51.0786955531,-114.1266627706,105,Pica hudsonia,Black-billed Magpie,143853
8875096,2017-11-20,2017-11-20 18:09:19 UTC,653397,51.0782448724,-114.1304422723,65,Pica hudsonia,Black-billed Magpie,143853
8875854,2017-11-20,2017-11-20 19:28:50 UTC,651108,50.9056143204,-113.9886986846,4914,Pica hudsonia,Black-billed Magpie,143853
8876630,2017-11-20,2017-11-20 20:41:07 UTC,653013,51.0757445,-114.1348945,8,Lepus townsendii,White-tailed Jackrabbit,43145
8876761,2017-11-20,2017-11-20 20:40:56 UTC,653013,51.0756388333,-114.1348888333,24,Sciurus carolinensis,Eastern Gray Squirrel,46017
8877701,2017-11-20,2017-11-20 21:24:43 UTC,651108,50.8823327188,-113.9721434096,26198,Poecile atricapillus,Black-capped Chickadee,144815
8878442,2017-11-20,2017-11-20 22:28:37 UTC,650748,51.0788195,-114.1268833333,10,Pica hudsonia,Black-billed Magpie,143853
8878446,2017-11-20,2017-11-20 22:30:26 UTC,650748,51.07965,-114.1252666667,10,Lepus townsendii,White-tailed Jackrabbit,43145
8878457,2017-11-20,2017-11-20 23:08:16 UTC,650748,51.1085138333,-114.2172783333,65,Pica hudsonia,Black-billed Magpie,143853
8878497,2017-11-20,2017-11-20 23:11:57 UTC,650748,51.1085778333,-114.2178633333,5,Colaptes auratus,Northern Flicker,18236
8880272,2017-11-19,2017-11-19 14:11:14 UTC,653336,51.1428463727,-114.1499920319,6649,Columba livia domestica,Feral Pigeon,122767
8881786,2017-11-19,2017-11-19 22:30:00 UTC,657105,51.1157930777,-114.1082263738,22014,Odocoileus virginianus,White-tailed Deer,42223
8881794,2017-11-19,2017-11-19 21:53:00 UTC,657105,51.1206012043,-114.1113769636,5504,Odocoileus virginianus,White-tailed Deer,42223
8881863,2017-11-20,2017-11-20 18:48:42 UTC,650759,51.077856859,-114.1290430663,22,Sciurus carolinensis,Eastern Gray Squirrel,46017
8881878,2017-11-20,2017-11-20 19:30:41 UTC,650759,51.0787111667,-114.1288916667,10,Pica hudsonia,Black-billed Magpie,143853
8881881,2017-11-20,2017-11-20 22:00:46 UTC,650759,51.0788695,-114.1274333333,65,Poecile atricapillus,Black-capped Chickadee,144815
8881884,2017-11-20,2017-11-20 22:01:17 UTC,650759,51.0789528333,-114.1275471667,10,Sciurus carolinensis,Eastern Gray Squirrel,46017
8881983,2017-11-20,2017-11-21 00:50:18 UTC,650759,51.0625721667,-114.1091695,10,Lepus townsendii,White-tailed Jackrabbit,43145
8881990,2017-11-18,2017-11-18 23:28:55 UTC,650759,51.1106833333,-114.0369555,814,Pica hudsonia,Black-billed Magpie,143853
8882344,2017-10-08,2017-10-08 23:11:00 UTC,656366,51.0599277847,-114.1264486313,61,Sciurus carolinensis,Eastern Gray Squirrel,46017
8882360,2014-07-18,2014-07-18 14:19:00 UTC,449500,50.9119726698,-114.0000200272,100,Melilotus albus,White Sweetclover,58907
8882384,2017-11-20,2017-11-20 19:23:45 UTC,653284,51.0784,-114.1315388333,65,Sitta canadensis,Red-breasted Nuthatch,14823
8882436,2017-11-20,2017-11-20 21:42:40 UTC,653284,51.079975,-114.1295916667,30,Lepus townsendii,White-tailed Jackrabbit,43145
8882478,2017-10-09,2017-10-09 22:31:00 UTC,656366,51.0525783169,-114.0903236037,15,Pica hudsonia,Black-billed Magpie,143853
8882479,2017-10-10,2017-10-10 21:31:00 UTC,656366,51.0562124658,-114.1004807029,61,Corvus brachyrhynchos,American Crow,8021
8882480,2017-10-10,2017-10-10 21:31:00 UTC,656366,51.0555699716,-114.0999657188,61,Larus delawarensis,Ring-billed Gull,4364
8882523,2017-10-16,2017-10-17 03:47:00 UTC,656366,51.0778236353,-114.1288508542,15,Colaptes auratus,Northern Flicker,18236
8882808,2014-08-05,2014-08-05 18:16:00 UTC,449500,50.9081666955,-114.0147831221,1696,Plantago major,greater plantain,58961
8885888,2017-11-21,2017-11-21 15:35:58 UTC,650558,51.0565221667,-114.0867221667,10,Columba livia domestica,Feral Pigeon,122767
8887559,2017-11-21,2017-11-21 18:46:26 UTC,654069,51.0788278333,-114.1276028333,10,Poecile atricapillus,Black-capped Chickadee,144815
8887742,2017-11-21,2017-11-21 19:14:28 UTC,650755,51.108819921,-114.1850139946,172,Sciurus carolinensis,Eastern Gray Squirrel,46017
8888854,2015-07-22,2015-07-22 20:51:00 UTC,449500,50.9040455933,-114.0098047296,350,Solidago rigida,stiff-leaved goldenrod,125721
8890221,2017-11-21,2017-11-21 22:56:07 UTC,654033,51.0801402,-114.1324874,21,Lepus townsendii,White-tailed Jackrabbit,43145
8890222,2017-11-21,2017-11-21 22:56:01 UTC,651108,51.0440709549,-114.1385703991,34009,Lepus townsendii,White-tailed Jackrabbit,43145
8890225,2017-11-21,2017-11-21 22:55:21 UTC,654033,51.0800732207,-114.1332670581,47,Sciurini,Typical Squirrels,339575
8890230,2017-11-21,2017-11-21 22:56:40 UTC,651108,51.0615218989,-114.1355738712,20760,Sciurus carolinensis,Eastern Gray Squirrel,46017
8890422,2017-11-21,2017-11-21 23:12:57 UTC,654033,51.0801429,-114.1324896,21,Pica hudsonia,Black-billed Magpie,143853
8890505,2017-11-21,2017-11-21 23:24:30 UTC,654033,51.0802339436,-114.1329543293,63,Lepus townsendii,White-tailed Jackrabbit,43145
8890664,2017-11-21,2017-11-21 23:39:20 UTC,651108,51.0372918533,-114.1330574442,44858,Pica hudsonia,Black-billed Magpie,143853
8891057,2017-11-21,2017-11-22 00:35:00 UTC,649806,51.12741311,-113.94373239,9,Lepus townsendii,White-tailed Jackrabbit,43145
8891576,2017-11-21,2017-11-21 21:21:42 UTC,654221,51.0755462646,-114.1349716187,,Dryobates pubescens,Downy Woodpecker,792988
8894039,2017-11-21,,695277,51.132693,-113.942823,2074,Pica hudsonia,Black-billed Magpie,143853
8894272,2017-11-21,2017-11-22 06:06:45 UTC,650748,51.1095721667,-114.2212966667,5,Lepus,Hares and Jackrabbits,43117
8894701,2017-11-21,2017-11-21 18:21:53 UTC,650759,51.0788305,-114.1272195,10,Pica hudsonia,Black-billed Magpie,143853
8894703,2017-11-21,2017-11-22 00:04:56 UTC,650759,51.0626555,-114.1092138333,10,Lepus townsendii,White-tailed Jackrabbit,43145
8894705,2017-11-21,2017-11-22 00:05:57 UTC,650759,51.0630861667,-114.1092388333,10,Lepus townsendii,White-tailed Jackrabbit,43145
8894716,2017-11-21,2017-11-22 00:07:25 UTC,650759,51.0646971667,-114.1084583333,10,Lepus townsendii,White-tailed Jackrabbit,43145
8896276,2017-11-21,2017-11-22 02:04:15 UTC,650970,51.0794916667,-114.1254721667,10,Lepus townsendii,White-tailed Jackrabbit,43145
8896351,2017-11-22,2017-11-22 15:13:06 UTC,651108,50.922305866,-114.0545265181,133506,Pica hudsonia,Black-billed Magpie,143853
8896408,2017-11-21,2017-11-22 03:05:32 UTC,657105,51.0580101013,-114.086265564,,Lepus townsendii,White-tailed Jackrabbit,43145
8896413,2017-11-21,2017-11-21 22:17:47 UTC,657105,51.0754470825,-114.1345596313,,Sciurus carolinensis,Eastern Gray Squirrel,46017
8896429,2017-11-21,2017-11-21 22:17:17 UTC,657105,51.0752449036,-114.1344528198,,Lepus townsendii,White-tailed Jackrabbit,43145
8896455,2017-11-21,2017-11-21 22:16:35 UTC,657105,51.0752105713,-114.1346435547,,Pica hudsonia,Black-billed Magpie,143853
8896724,2017-11-22,2017-11-22 16:25:32 UTC,650558,51.0561611667,-114.0878833333,10,Sciurus carolinensis,Eastern Gray Squirrel,46017
8896727,2017-11-22,2017-11-22 16:26:30 UTC,650558,51.056225,-114.0875778333,10,Sciurus carolinensis,Eastern Gray Squirrel,46017
8896731,2017-11-22,2017-11-22 16:36:38 UTC,650755,51.07897859,-114.12619772,6,Pica hudsonia,Black-billed Magpie,143853
8896801,2017-11-22,2017-11-22 16:09:18 UTC,653284,51.0658333333,-114.1246028333,2359,Pica hudsonia,Black-billed Magpie,143853
8897482,2017-11-21,2017-11-21 23:25:19 UTC,654033,51.0801457,-114.1324905,21,Pica hudsonia,Black-billed Magpie,143853
8897500,2017-11-22,2017-11-22 15:30:12 UTC,654033,51.0671141612,-114.1112495586,129,Passer domesticus,House Sparrow,13858
8897565,2017-11-22,2017-11-22 15:46:32 UTC,654185,51.0571248671,-114.1208833829,258,Sciurus carolinensis,Eastern Gray Squirrel,46017
8897924,2017-11-21,2017-11-21 22:04:43 UTC,657105,51.0790634155,-114.1271896362,,Passeriformes,Perching Birds,7251
8897953,2017-11-22,2017-11-22 18:37:06 UTC,657105,51.0772132874,-114.1309280396,,Pica hudsonia,Black-billed Magpie,143853
8898557,2017-11-20,,652581,51.07816,-114.135801,83,Pica hudsonia,Black-billed Magpie,143853
8898576,2017-11-21,,652581,51.07816,-114.135801,83,Pica hudsonia,Black-billed Magpie,143853
8898598,2017-11-22,,652581,51.147442,-114.081717,224,Passer domesticus,House Sparrow,13858
8899884,2017-11-22,2017-11-22 20:44:39 UTC,654221,51.0756797791,-114.1335830688,,Lepus townsendii,White-tailed Jackrabbit,43145
8900202,2017-11-22,2017-11-22 21:35:10 UTC,658923,51.0541165201,-114.067984773,10,Pica hudsonia,Black-billed Magpie,143853
8900219,2017-11-22,2017-11-22 21:36:37 UTC,658923,51.0541282967,-114.0679464677,10,Sciurus carolinensis,Eastern Gray Squirrel,46017
8900238,2017-11-22,2017-11-22 21:41:29 UTC,658923,51.0542495829,-114.0674313997,10,Pica hudsonia,Black-billed Magpie,143853
8900244,2017-11-22,2017-11-22 21:43:40 UTC,658923,51.0546355695,-114.066943992,10,Anas platyrhynchos,Mallard,6930
8900271,2017-11-22,2017-11-22 21:44:19 UTC,658923,51.0546180513,-114.0669568163,10,Anas platyrhynchos,Mallard,6930
8900309,2017-11-22,2017-11-22 21:51:34 UTC,658923,51.0551950615,-114.0691877437,10,Pica hudsonia,Black-billed Magpie,143853
8900347,2017-11-22,2017-11-22 21:53:30 UTC,658923,51.0551388333,-114.0693583333,,Sciurus carolinensis,Eastern Gray Squirrel,46017
8900356,2017-11-22,2017-11-22 21:56:48 UTC,658923,51.0563555,-114.0693055,500,Columba livia domestica,Feral Pigeon,122767
8900402,2017-11-22,2017-11-22 21:59:58 UTC,658923,51.0563438433,-114.0693610815,10,Columba livia domestica,Feral Pigeon,122767
8900428,2017-11-22,2017-11-22 22:05:56 UTC,658923,51.0546124848,-114.0726842546,22,Sciurus carolinensis,Eastern Gray Squirrel,46017
8900491,2017-11-22,2017-11-22 22:11:06 UTC,658923,51.0550760804,-114.0734956228,10,Sciurus carolinensis,Eastern Gray Squirrel,46017
8900600,2017-11-22,2017-11-22 22:15:29 UTC,658923,51.0552335345,-114.0734115523,10,Poecile atricapillus,Black-capped Chickadee,144815
8900625,2017-11-22,2017-11-22 21:51:02 UTC,658923,51.0552721667,-114.0690916667,,Poecile atricapillus,Black-capped Chickadee,144815
8900639,2017-11-22,2017-11-22 22:25:40 UTC,658923,51.0558331339,-114.0735628457,10,Pica hudsonia,Black-billed Magpie,143853
8900645,2017-11-22,2017-11-22 22:26:22 UTC,658923,51.0556897615,-114.0734750872,10,Sciurus carolinensis,Eastern Gray Squirrel,46017
8900669,2017-11-22,2017-11-22 22:29:47 UTC,658923,51.0569361336,-114.0718149376,601,Sciurus carolinensis,Eastern Gray Squirrel,46017
8900727,2017-11-22,2017-11-22 22:37:56 UTC,658923,51.0558410967,-114.0724430234,30,Anas platyrhynchos,Mallard,6930
8900792,2017-11-22,2017-11-22 22:50:23 UTC,658923,51.054557073,-114.0670118016,5,Anas platyrhynchos,Mallard,6930
8900794,2017-11-22,2017-11-22 22:51:24 UTC,658923,51.0545609706,-114.0671341774,10,Anas platyrhynchos,Mallard,6930
8900813,2017-11-22,2017-11-22 22:53:04 UTC,658923,51.0548174149,-114.0671091155,10,Anas platyrhynchos,Mallard,6930
8901181,2017-11-22,2017-11-22 23:17:54 UTC,650748,51.1087916667,-114.22065,5,Pica hudsonia,Black-billed Magpie,143853
8901184,2017-11-22,2017-11-22 23:18:05 UTC,650748,51.1086833333,-114.219575,5,Pica hudsonia,Black-billed Magpie,143853
8901431,2017-11-22,2017-11-22 19:08:08 UTC,654033,51.0800670905,-114.1232376918,516,Columba livia domestica,Feral Pigeon,122767
8901433,2017-11-22,2017-11-22 23:25:38 UTC,650558,51.0564195,-114.0866695,10,Sciurus carolinensis,Eastern Gray Squirrel,46017
8901438,2017-11-22,2017-11-22 23:25:49 UTC,650558,51.0563861667,-114.0866861667,10,Pica hudsonia,Black-billed Magpie,143853
8901489,2017-11-22,2017-11-22 23:26:13 UTC,650558,51.0562666667,-114.0867388333,10,Lepus townsendii,White-tailed Jackrabbit,43145
8901496,2017-11-22,2017-11-22 23:26:45 UTC,650558,51.0562361667,-114.0869361667,10,Passer domesticus,House Sparrow,13858
8901501,2017-11-22,2017-11-22 23:28:16 UTC,650558,51.0559583333,-114.0879583333,10,Pica hudsonia,Black-billed Magpie,143853
8901505,2017-11-22,2017-11-22 23:29:17 UTC,650558,51.0557721667,-114.0886695,10,Pica hudsonia,Black-billed Magpie,143853
8901515,2017-11-22,2017-11-22 23:34:54 UTC,650558,51.053525,-114.092925,10,Pica hudsonia,Black-billed Magpie,143853
8904127,2017-11-22,,695277,51.07816,-114.135801,,Lepus,Hares and Jackrabbits,43117
8905823,2017-11-23,2017-11-23 07:22:49 UTC,650970,51.0746916667,-114.1355971667,10,Lepus townsendii,White-tailed Jackrabbit,43145
8905827,2017-11-22,2017-11-23 00:21:23 UTC,650970,51.07755,-114.1327528333,65,Lepus townsendii,White-tailed Jackrabbit,43145
8905993,2017-11-22,2017-11-22 21:01:50 UTC,654221,51.0757675171,-114.1353912354,,Pica hudsonia,Black-billed Magpie,143853
8906485,2017-11-12,2017-11-12 16:40:01 UTC,653115,50.977935791,-114.0679550171,,Sciurus carolinensis,Eastern Gray Squirrel,46017
8906488,2017-11-10,2017-11-10 15:31:41 UTC,653115,51.0768508911,-114.134475708,,Sciurus carolinensis,Eastern Gray Squirrel,46017
8906521,2017-11-10,2017-11-10 15:31:36 UTC,653115,51.0768508911,-114.134475708,,Pica hudsonia,Black-billed Magpie,143853
8906526,2017-10-31,2017-10-31 14:49:35 UTC,653115,51.0737571716,-114.1288528442,,Sciurus carolinensis,Eastern Gray Squirrel,46017
8906527,2017-10-31,2017-10-31 14:49:14 UTC,653115,51.0737571716,-114.1288528442,,Sciurus carolinensis,Eastern Gray Squirrel,46017
8906529,2017-10-30,2017-10-30 14:18:26 UTC,653115,51.0762290955,-114.130317688,,Sciurus carolinensis,Eastern Gray Squirrel,46017
8906532,2017-10-06,2017-10-06 14:15:13 UTC,653115,51.0763282776,-114.1309585571,,Sciurus carolinensis,Eastern Gray Squirrel,46017
8906535,2017-10-06,2017-10-06 14:16:42 UTC,653115,51.0769691467,-114.1309890747,,Corvus brachyrhynchos,American Crow,8021
8906537,2017-10-06,2017-10-06 14:16:46 UTC,653115,51.0769691467,-114.1309890747,,Sciurus carolinensis,Eastern Gray Squirrel,46017
8906542,2017-10-05,2017-10-05 14:17:39 UTC,653115,51.0786933899,-114.1292572021,,Lepus townsendii,White-tailed Jackrabbit,43145
8906550,2017-10-04,2017-10-04 13:30:45 UTC,653115,50.9780769348,-114.0671768188,,Sciurus carolinensis,Eastern Gray Squirrel,46017
8906551,2017-10-04,2017-10-04 13:30:34 UTC,653115,50.9780769348,-114.0671768188,,Pica hudsonia,Black-billed Magpie,143853
8907518,2017-11-23,2017-11-23 15:10:14 UTC,702451,51.0853618244,-114.1919986346,5,Sciurus carolinensis,Eastern Gray Squirrel,46017
8907687,2017-11-23,2017-11-23 15:37:47 UTC,650558,51.0566945,-114.0862278333,65,Sciurus carolinensis,Eastern Gray Squirrel,46017
8907692,2017-11-23,2017-11-23 15:37:34 UTC,650558,51.0565528333,-114.0861805,65,Sciurus carolinensis,Eastern Gray Squirrel,46017
8907694,2017-11-23,2017-11-23 15:36:47 UTC,650558,51.0562638333,-114.0868,65,Lepus townsendii,White-tailed Jackrabbit,43145
8907699,2017-11-23,2017-11-23 15:36:26 UTC,650558,51.0561778333,-114.0872583333,65,Sciurus carolinensis,Eastern Gray Squirrel,46017
8907702,2017-11-23,2017-11-23 15:35:20 UTC,650558,51.0560638333,-114.0880666667,65,Passer domesticus,House Sparrow,13858
8907894,2017-11-22,2017-11-22 23:35:05 UTC,653721,51.0770305,-114.1243445,165,Pica hudsonia,Black-billed Magpie,143853
8907910,2017-11-22,2017-11-22 23:33:33 UTC,653721,51.0769528333,-114.1253361667,65,Sciurus carolinensis,Eastern Gray Squirrel,46017
8909147,2017-11-22,2017-11-22 23:02:18 UTC,653397,51.0585890039,-114.0869201659,95,Branta canadensis,Canada Goose,7089
8909172,2017-11-22,2017-11-22 22:59:27 UTC,653397,51.0593216158,-114.0886480478,78,Sciurus carolinensis,Eastern Gray Squirrel,46017
8909188,2017-11-23,2017-11-23 18:18:02 UTC,702451,51.0811362556,-114.1351096519,10,Lepus townsendii,White-tailed Jackrabbit,43145
8909200,2017-11-22,2017-11-22 22:59:09 UTC,653397,51.0594022047,-114.0888774626,51,Sciurus carolinensis,Eastern Gray Squirrel,46017
8909334,2017-11-22,2017-11-22 22:57:36 UTC,653397,51.0593335738,-114.088823365,119,Sciurus carolinensis,Eastern Gray Squirrel,46017
8909567,2017-11-23,2017-11-23 16:09:22 UTC,650748,51.0770333333,-114.0173333333,5,Pica hudsonia,Black-billed Magpie,143853
8909570,2017-11-23,2017-11-23 16:15:08 UTC,650748,51.0795361667,-114.0142138833,5,Pica hudsonia,Black-billed Magpie,143853
8909573,2017-11-23,2017-11-23 18:44:49 UTC,650748,51.1179388333,-114.20527,5,Pica hudsonia,Black-billed Magpie,143853
